task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,self_passed,reasoning_len,answer_len,actual_local_tokens
hendrycks_math/test/000021,post_self,self,0.164516,0.835484,-1.625,0.310694,0.689306,-0.7969,0.310694,0.689306,-0.7969,0,212,64,64
hendrycks_math/test/000022,post_self,self,0.294215,0.705785,-0.875,0.106691,0.893309,-2.125,0.106691,0.893309,-2.125,1,254,108,108
hendrycks_math/test/000023,post_self,self,0.07056,0.92944,-2.5781,0.090093,0.909907,-2.3125,0.090093,0.909907,-2.3125,0,522,162,162
hendrycks_math/test/000024,post_self,self,0.052619,0.947381,-2.8906,0.001134,0.998866,-6.7812,0.001134,0.998866,-6.7812,1,133,58,58
hendrycks_math/test/000025,post_defer,defer,0.294215,0.705785,-0.875,0.995719,0.004281,5.4492,0.995719,0.004281,5.4492,0,238,69,69
hendrycks_math/test/000026,post_defer,defer,0.233706,0.766294,-1.1875,0.947381,0.052619,2.8906,0.947381,0.052619,2.8906,1,369,159,159
hendrycks_math/test/000027,early_defer,defer,0.705785,0.294215,0.875,0.853913,0.146087,1.7656,0.705785,0.294215,0.875,0,367,132,132
hendrycks_math/test/000028,post_self,self,0.191933,0.808067,-1.4375,0.071591,0.928409,-2.5625,0.071591,0.928409,-2.5625,0,399,175,175
hendrycks_math/test/000029,early_defer,defer,0.592667,0.407333,0.375,0.912436,0.087564,2.3438,0.592667,0.407333,0.375,0,865,389,389
hendrycks_math/test/000030,early_defer,defer,0.894789,0.105211,2.1406,0.853913,0.146087,1.7656,0.894789,0.105211,2.1406,0,911,310,310
hendrycks_math/test/000031,early_defer,defer,0.531209,0.468791,0.125,0.026963,0.973037,-3.5859,0.531209,0.468791,0.125,1,345,140,140
hendrycks_math/test/000032,early_defer,defer,0.831143,0.168857,1.5938,0.699254,0.300746,0.8438,0.831143,0.168857,1.5938,1,473,253,253
hendrycks_math/test/000033,early_defer,defer,0.531209,0.468791,0.125,0.989592,0.010408,4.5547,0.531209,0.468791,0.125,0,880,383,383
hendrycks_math/test/000034,post_defer,defer,0.334589,0.665411,-0.6875,0.946597,0.053403,2.875,0.946597,0.053403,2.875,0,2847,1333,1333
hendrycks_math/test/000035,post_self,self,0.320821,0.679179,-0.75,0.042722,0.957278,-3.1094,0.042722,0.957278,-3.1094,1,295,120,120
hendrycks_math/test/000036,early_defer,defer,0.810479,0.189521,1.4531,0.940353,0.059647,2.7578,0.810479,0.189521,1.4531,0,898,319,319
hendrycks_math/test/000037,early_defer,defer,0.849971,0.150029,1.7344,0.941654,0.058346,2.7812,0.849971,0.150029,1.7344,0,393,184,184
hendrycks_math/test/000038,post_self,self,0.453262,0.546738,-0.1875,0.453262,0.546738,-0.1875,0.453262,0.546738,-0.1875,1,207,63,63
hendrycks_math/test/000039,post_self,self,0.245085,0.754915,-1.125,0.045016,0.954984,-3.0547,0.045016,0.954984,-3.0547,1,508,271,271
hendrycks_math/test/000040,post_self,self,0.348645,0.651355,-0.625,0.377541,0.622459,-0.5,0.377541,0.622459,-0.5,0,397,155,155
hendrycks_math/test/000041,post_self,self,0.055823,0.944177,-2.8281,0.041462,0.958538,-3.1406,0.041462,0.958538,-3.1406,1,280,108,108
hendrycks_math/test/000042,post_self,self,0.090093,0.909907,-2.3125,0.004867,0.995133,-5.3203,0.004867,0.995133,-5.3203,1,158,68,68
hendrycks_math/test/000043,post_self,self,0.27513,0.72487,-0.9688,0.050331,0.949669,-2.9375,0.050331,0.949669,-2.9375,1,518,159,159
hendrycks_math/test/000044,post_self,self,0.239349,0.760651,-1.1562,0.48438,0.51562,-0.0625,0.48438,0.51562,-0.0625,0,243,95,95
hendrycks_math/test/000045,post_self,self,0.112795,0.887205,-2.0625,0.015544,0.984456,-4.1484,0.015544,0.984456,-4.1484,1,56,39,39
hendrycks_math/test/000046,early_defer,defer,0.592667,0.407333,0.375,0.5,0.5,0.0,0.592667,0.407333,0.375,0,386,157,157
hendrycks_math/test/000047,post_self,self,0.168857,0.831143,-1.5938,0.055005,0.944995,-2.8438,0.055005,0.944995,-2.8438,0,125,81,81
hendrycks_math/test/000048,post_self,self,0.148047,0.851953,-1.75,0.019419,0.980581,-3.9219,0.019419,0.980581,-3.9219,1,313,111,111
hendrycks_math/test/000049,post_self,self,0.112795,0.887205,-2.0625,0.008644,0.991356,-4.7422,0.008644,0.991356,-4.7422,1,281,147,147
hendrycks_math/test/000050,early_defer,defer,0.812867,0.187133,1.4688,0.743168,0.256832,1.0625,0.812867,0.187133,1.4688,0,284,89,89
hendrycks_math/test/000051,post_self,self,0.182426,0.817574,-1.5,0.166675,0.833325,-1.6094,0.166675,0.833325,-1.6094,1,131,65,65
hendrycks_math/test/000052,post_defer,defer,0.233706,0.766294,-1.1875,0.51562,0.48438,0.0625,0.51562,0.48438,0.0625,0,234,54,54
hendrycks_math/test/000053,post_self,self,0.212069,0.787931,-1.3125,0.199308,0.800692,-1.3906,0.199308,0.800692,-1.3906,0,81,41,41
hendrycks_math/test/000054,early_defer,defer,0.887205,0.112795,2.0625,0.933431,0.066569,2.6406,0.887205,0.112795,2.0625,0,629,231,231
hendrycks_math/test/000055,post_self,self,0.362969,0.637031,-0.5625,0.131173,0.868827,-1.8906,0.131173,0.868827,-1.8906,0,131,69,69
hendrycks_math/test/000056,post_defer,defer,0.187133,0.812867,-1.4688,0.997603,0.002397,6.0312,0.997603,0.002397,6.0312,0,557,203,203
hendrycks_math/test/000057,early_defer,defer,0.600188,0.399812,0.4062,0.779993,0.220007,1.2656,0.600188,0.399812,0.4062,0,460,163,163
hendrycks_math/test/000058,post_self,self,0.294215,0.705785,-0.875,0.320821,0.679179,-0.75,0.320821,0.679179,-0.75,1,293,143,143
hendrycks_math/test/000059,post_self,self,0.164516,0.835484,-1.625,0.212069,0.787931,-1.3125,0.212069,0.787931,-1.3125,1,200,93,93
hendrycks_math/test/000060,post_self,self,0.095349,0.904651,-2.25,0.245085,0.754915,-1.125,0.245085,0.754915,-1.125,0,301,109,109
hendrycks_math/test/000061,early_defer,defer,0.672332,0.327668,0.7188,0.907312,0.092688,2.2812,0.672332,0.327668,0.7188,0,366,172,172
hendrycks_math/test/000062,post_defer,defer,0.468791,0.531209,-0.125,0.962673,0.037327,3.25,0.962673,0.037327,3.25,0,307,132,132
hendrycks_math/test/000063,early_defer,defer,0.718594,0.281406,0.9375,0.746139,0.253861,1.0781,0.718594,0.281406,0.9375,1,256,112,112
hendrycks_math/test/000064,post_self,self,0.114369,0.885631,-2.0469,0.468791,0.531209,-0.125,0.468791,0.531209,-0.125,0,163,78,78
hendrycks_math/test/000065,post_self,self,0.158174,0.841826,-1.6719,0.5,0.5,0.0,0.5,0.5,0.0,0,496,200,200
hendrycks_math/test/000066,early_defer,defer,0.727975,0.272025,0.9844,0.600188,0.399812,0.4062,0.727975,0.272025,0.9844,0,364,131,131
hendrycks_math/test/000067,post_self,self,0.092688,0.907312,-2.2812,0.015785,0.984215,-4.1328,0.015785,0.984215,-4.1328,1,377,165,165
hendrycks_math/test/000068,early_defer,defer,0.927363,0.072637,2.5469,0.944177,0.055823,2.8281,0.927363,0.072637,2.5469,0,732,234,234
hendrycks_math/test/000069,post_self,self,0.136608,0.863392,-1.8438,0.422505,0.577495,-0.3125,0.422505,0.577495,-0.3125,0,223,118,118
hendrycks_math/test/000070,post_self,self,0.184768,0.815232,-1.4844,0.015785,0.984215,-4.1328,0.015785,0.984215,-4.1328,0,111,65,65
hendrycks_math/test/000071,early_defer,defer,0.629775,0.370225,0.5312,0.923039,0.076961,2.4844,0.629775,0.370225,0.5312,0,203,113,113
hendrycks_math/test/000072,post_self,self,0.063715,0.936285,-2.6875,0.002981,0.997019,-5.8125,0.002981,0.997019,-5.8125,1,305,122,122
hendrycks_math/test/000073,early_defer,defer,0.615088,0.384912,0.4688,0.96378,0.03622,3.2812,0.615088,0.384912,0.4688,0,1228,581,581
hendrycks_math/test/000074,post_defer,defer,0.144149,0.855851,-1.7812,0.550607,0.449393,0.2031,0.550607,0.449393,0.2031,0,453,180,180
hendrycks_math/test/000075,early_defer,defer,0.665411,0.334589,0.6875,0.903294,0.096706,2.2344,0.665411,0.334589,0.6875,0,1261,563,563
hendrycks_math/test/000076,early_defer,defer,0.622459,0.377541,0.5,0.92079,0.07921,2.4531,0.622459,0.377541,0.5,0,816,313,313
hendrycks_math/test/000077,early_defer,defer,0.562177,0.437823,0.25,0.392337,0.607663,-0.4375,0.562177,0.437823,0.25,0,271,134,134
hendrycks_math/test/000078,post_defer,defer,0.377541,0.622459,-0.5,0.800692,0.199308,1.3906,0.800692,0.199308,1.3906,0,382,169,169
hendrycks_math/test/000079,post_self,self,0.173288,0.826712,-1.5625,0.071591,0.928409,-2.5625,0.071591,0.928409,-2.5625,1,689,187,187
hendrycks_math/test/000080,post_self,self,0.256832,0.743168,-1.0625,0.441673,0.558327,-0.2344,0.441673,0.558327,-0.2344,0,476,159,159
hendrycks_math/test/000081,early_defer,defer,0.83762,0.16238,1.6406,0.995208,0.004792,5.3359,0.83762,0.16238,1.6406,0,873,423,423
hendrycks_math/test/000082,early_defer,defer,0.913677,0.086323,2.3594,0.994089,0.005911,5.125,0.913677,0.086323,2.3594,0,672,231,231
hendrycks_math/test/000083,post_self,self,0.131173,0.868827,-1.8906,0.140336,0.859664,-1.8125,0.140336,0.859664,-1.8125,1,265,79,79
hendrycks_math/test/000084,post_self,self,0.073696,0.926304,-2.5312,0.001934,0.998066,-6.2461,0.001934,0.998066,-6.2461,1,253,105,105
hendrycks_math/test/000085,early_defer,defer,0.957912,0.042088,3.125,0.919643,0.080357,2.4375,0.957912,0.042088,3.125,0,5067,2047,2047
hendrycks_math/test/000086,post_self,self,0.377541,0.622459,-0.5,0.08152,0.91848,-2.4219,0.08152,0.91848,-2.4219,1,206,76,76
hendrycks_math/test/000087,post_self,self,0.111241,0.888759,-2.0781,0.025565,0.974435,-3.6406,0.025565,0.974435,-3.6406,1,174,78,78
hendrycks_math/test/000088,post_self,self,0.407333,0.592667,-0.375,0.117572,0.882428,-2.0156,0.117572,0.882428,-2.0156,0,300,120,120
hendrycks_math/test/000089,post_defer,defer,0.320821,0.679179,-0.75,0.851953,0.148047,1.75,0.851953,0.148047,1.75,0,297,102,102
hendrycks_math/test/000090,post_defer,defer,0.173288,0.826712,-1.5625,0.581303,0.418697,0.3281,0.581303,0.418697,0.3281,0,597,210,210
hendrycks_math/test/000091,early_defer,defer,0.665411,0.334589,0.6875,0.955319,0.044681,3.0625,0.665411,0.334589,0.6875,0,3291,2049,2049
hendrycks_math/test/000092,post_self,self,0.201813,0.798187,-1.375,0.021781,0.978219,-3.8047,0.021781,0.978219,-3.8047,1,492,235,235
hendrycks_math/test/000093,post_defer,defer,0.307358,0.692642,-0.8125,0.853913,0.146087,1.7656,0.853913,0.146087,1.7656,1,455,187,187
hendrycks_math/test/000094,post_self,self,0.294215,0.705785,-0.875,0.080357,0.919643,-2.4375,0.080357,0.919643,-2.4375,0,143,79,79
hendrycks_math/test/000095,early_defer,defer,0.531209,0.468791,0.125,0.727975,0.272025,0.9844,0.531209,0.468791,0.125,0,379,130,130
hendrycks_math/test/000096,post_defer,defer,0.156105,0.843895,-1.6875,0.626124,0.373876,0.5156,0.626124,0.373876,0.5156,0,901,227,227
hendrycks_math/test/000097,post_defer,defer,0.320821,0.679179,-0.75,0.503906,0.496094,0.0156,0.503906,0.496094,0.0156,0,431,126,126
hendrycks_math/test/000098,post_defer,defer,0.399812,0.600188,-0.4062,0.817574,0.182426,1.5,0.817574,0.182426,1.5,0,523,170,170
hendrycks_math/test/000099,post_defer,defer,0.281406,0.718594,-0.9375,0.826712,0.173288,1.5625,0.826712,0.173288,1.5625,0,252,108,108
hendrycks_math/test/000100,post_self,self,0.07921,0.92079,-2.4531,0.00381,0.99619,-5.5664,0.00381,0.99619,-5.5664,1,189,81,81
hendrycks_math/test/000101,post_self,self,0.184768,0.815232,-1.4844,0.422505,0.577495,-0.3125,0.422505,0.577495,-0.3125,0,362,201,201
hendrycks_math/test/000102,post_self,self,0.114369,0.885631,-2.0469,0.146087,0.853913,-1.7656,0.146087,0.853913,-1.7656,0,88,58,58
hendrycks_math/test/000103,early_defer,defer,0.531209,0.468791,0.125,0.661923,0.338077,0.6719,0.531209,0.468791,0.125,0,117,66,66
hendrycks_math/test/000104,post_defer,defer,0.362969,0.637031,-0.5625,0.607663,0.392337,0.4375,0.607663,0.392337,0.4375,0,307,186,186
hendrycks_math/test/000105,post_self,self,0.042088,0.957912,-3.125,0.040238,0.959762,-3.1719,0.040238,0.959762,-3.1719,0,636,163,163
hendrycks_math/test/000106,early_defer,defer,0.934395,0.065605,2.6562,0.974435,0.025565,3.6406,0.934395,0.065605,2.6562,0,818,299,299
hendrycks_math/test/000107,early_defer,defer,0.754915,0.245085,1.125,0.890294,0.109706,2.0938,0.754915,0.245085,1.125,0,271,105,105
hendrycks_math/test/000108,post_self,self,0.102305,0.897695,-2.1719,0.272025,0.727975,-0.9844,0.272025,0.727975,-0.9844,1,273,108,108
hendrycks_math/test/000109,early_defer,defer,0.763484,0.236516,1.1719,0.984927,0.015073,4.1797,0.763484,0.236516,1.1719,0,721,306,306
hendrycks_math/test/000110,post_self,self,0.245085,0.754915,-1.125,0.262842,0.737158,-1.0312,0.262842,0.737158,-1.0312,1,275,112,112
hendrycks_math/test/000111,post_self,self,0.437823,0.562177,-0.25,0.037047,0.962953,-3.2578,0.037047,0.962953,-3.2578,1,266,140,140
hendrycks_math/test/000112,post_self,self,0.106691,0.893309,-2.125,0.003377,0.996623,-5.6875,0.003377,0.996623,-5.6875,1,156,66,66
hendrycks_math/test/000113,early_defer,defer,0.875787,0.124213,1.9531,0.721743,0.278257,0.9531,0.875787,0.124213,1.9531,0,237,90,90
hendrycks_math/test/000114,post_self,self,0.047426,0.952574,-3.0,0.000364,0.999636,-7.918,0.000364,0.999636,-7.918,1,265,99,99
hendrycks_math/test/000115,post_defer,defer,0.307358,0.692642,-0.8125,0.822189,0.177811,1.5312,0.822189,0.177811,1.5312,0,655,216,216
hendrycks_math/test/000116,post_defer,defer,0.187133,0.812867,-1.4688,0.743168,0.256832,1.0625,0.743168,0.256832,1.0625,0,381,191,191
hendrycks_math/test/000117,early_defer,defer,0.914901,0.085099,2.375,0.956634,0.043366,3.0938,0.914901,0.085099,2.375,0,538,267,267
hendrycks_math/test/000118,post_self,self,0.105211,0.894789,-2.1406,0.005775,0.994225,-5.1484,0.005775,0.994225,-5.1484,1,441,150,150
hendrycks_math/test/000119,early_defer,defer,0.607663,0.392337,0.4375,0.362969,0.637031,-0.5625,0.607663,0.392337,0.4375,0,413,161,161
hendrycks_math/test/000120,post_self,self,0.437823,0.562177,-0.25,0.304042,0.695958,-0.8281,0.304042,0.695958,-0.8281,0,161,69,69
hendrycks_math/test/000121,early_defer,defer,0.817574,0.182426,1.5,0.983847,0.016153,4.1094,0.817574,0.182426,1.5,0,679,301,301
hendrycks_math/test/000122,post_defer,defer,0.307358,0.692642,-0.8125,0.752013,0.247987,1.1094,0.752013,0.247987,1.1094,0,368,162,162
hendrycks_math/test/000123,post_self,self,0.122523,0.877477,-1.9688,0.278257,0.721743,-0.9531,0.278257,0.721743,-0.9531,0,311,96,96
hendrycks_math/test/000124,early_defer,defer,0.577495,0.422505,0.3125,0.607663,0.392337,0.4375,0.577495,0.422505,0.3125,1,350,137,137
hendrycks_math/test/000125,post_defer,defer,0.437823,0.562177,-0.25,0.880797,0.119203,2.0,0.880797,0.119203,2.0,0,1652,493,493
hendrycks_math/test/000126,post_self,self,0.047426,0.952574,-3.0,0.000614,0.999386,-7.3945,0.000614,0.999386,-7.3945,1,193,78,78
hendrycks_math/test/000127,post_self,self,0.173288,0.826712,-1.5625,0.488283,0.511717,-0.0469,0.488283,0.511717,-0.0469,0,1281,445,445
hendrycks_math/test/000128,post_self,self,0.320821,0.679179,-0.75,0.048137,0.951863,-2.9844,0.048137,0.951863,-2.9844,1,254,101,101
hendrycks_math/test/000129,early_defer,defer,0.951142,0.048858,2.9688,0.92523,0.07477,2.5156,0.951142,0.048858,2.9688,0,490,200,200
hendrycks_math/test/000130,early_defer,defer,0.607663,0.392337,0.4375,0.679179,0.320821,0.75,0.607663,0.392337,0.4375,0,256,118,118
hendrycks_math/test/000131,post_defer,defer,0.437823,0.562177,-0.25,0.805632,0.194368,1.4219,0.805632,0.194368,1.4219,0,771,307,307
hendrycks_math/test/000132,post_self,self,0.233706,0.766294,-1.1875,0.191933,0.808067,-1.4375,0.191933,0.808067,-1.4375,1,244,92,92
hendrycks_math/test/000133,post_self,self,0.294215,0.705785,-0.875,0.212069,0.787931,-1.3125,0.212069,0.787931,-1.3125,0,295,142,142
hendrycks_math/test/000134,early_defer,defer,0.651355,0.348645,0.625,0.731059,0.268941,1.0,0.651355,0.348645,0.625,0,708,273,273
hendrycks_math/test/000135,post_self,self,0.48438,0.51562,-0.0625,0.472683,0.527317,-0.1094,0.472683,0.527317,-0.1094,0,480,186,186
hendrycks_math/test/000136,early_defer,defer,0.908618,0.091382,2.2969,0.938124,0.061876,2.7188,0.908618,0.091382,2.2969,1,766,293,293
hendrycks_math/test/000137,early_defer,defer,0.592667,0.407333,0.375,0.989182,0.010818,4.5156,0.592667,0.407333,0.375,0,507,198,198
hendrycks_math/test/000138,early_defer,defer,0.944177,0.055823,2.8281,0.592667,0.407333,0.375,0.944177,0.055823,2.8281,1,543,278,278
hendrycks_math/test/000139,early_defer,defer,0.531209,0.468791,0.125,0.800692,0.199308,1.3906,0.531209,0.468791,0.125,0,401,116,116
hendrycks_math/test/000140,post_self,self,0.334589,0.665411,-0.6875,0.204342,0.795658,-1.3594,0.204342,0.795658,-1.3594,1,475,169,169
hendrycks_math/test/000141,early_defer,defer,0.622459,0.377541,0.5,0.236516,0.763484,-1.1719,0.622459,0.377541,0.5,1,279,101,101
hendrycks_math/test/000142,post_self,self,0.239349,0.760651,-1.1562,0.245085,0.754915,-1.125,0.245085,0.754915,-1.125,0,471,192,192
hendrycks_math/test/000143,early_defer,defer,0.712232,0.287768,0.9062,0.566019,0.433981,0.2656,0.712232,0.287768,0.9062,0,480,192,192
hendrycks_math/test/000144,post_defer,defer,0.437823,0.562177,-0.25,0.743168,0.256832,1.0625,0.743168,0.256832,1.0625,0,1351,659,659
hendrycks_math/test/000145,post_self,self,0.039048,0.960952,-3.2031,0.002779,0.997221,-5.8828,0.002779,0.997221,-5.8828,1,134,41,41
hendrycks_math/test/000146,post_defer,defer,0.281406,0.718594,-0.9375,0.923039,0.076961,2.4844,0.923039,0.076961,2.4844,0,366,139,139
hendrycks_math/test/000147,post_defer,defer,0.348645,0.651355,-0.625,0.577495,0.422505,0.3125,0.577495,0.422505,0.3125,0,572,201,201
hendrycks_math/test/000148,post_self,self,0.031144,0.968856,-3.4375,0.000631,0.999369,-7.3672,0.000631,0.999369,-7.3672,1,147,75,75
hendrycks_math/test/000149,post_defer,defer,0.052619,0.947381,-2.8906,0.956957,0.043043,3.1016,0.956957,0.043043,3.1016,0,113,51,51
hendrycks_math/test/000150,early_defer,defer,0.607663,0.392337,0.4375,0.997133,0.002867,5.8516,0.607663,0.392337,0.4375,0,413,205,205
hendrycks_math/test/000151,early_defer,defer,0.637031,0.362969,0.5625,0.746139,0.253861,1.0781,0.637031,0.362969,0.5625,0,241,121,121
hendrycks_math/test/000152,post_self,self,0.370225,0.629775,-0.5312,0.201813,0.798187,-1.375,0.201813,0.798187,-1.375,0,209,76,76
hendrycks_math/test/000153,early_defer,defer,0.743168,0.256832,1.0625,0.986044,0.013956,4.2578,0.743168,0.256832,1.0625,0,1278,554,554
hendrycks_math/test/000154,post_self,self,0.058346,0.941654,-2.7812,0.006641,0.993359,-5.0078,0.006641,0.993359,-5.0078,1,224,80,80
hendrycks_math/test/000155,post_defer,defer,0.281406,0.718594,-0.9375,0.76908,0.23092,1.2031,0.76908,0.23092,1.2031,0,729,244,244
hendrycks_math/test/000156,post_self,self,0.362969,0.637031,-0.5625,0.109706,0.890294,-2.0938,0.109706,0.890294,-2.0938,1,573,206,206
hendrycks_math/test/000157,post_defer,defer,0.201813,0.798187,-1.375,0.66888,0.33112,0.7031,0.66888,0.33112,0.7031,0,282,130,130
hendrycks_math/test/000158,post_self,self,0.233706,0.766294,-1.1875,0.281406,0.718594,-0.9375,0.281406,0.718594,-0.9375,1,887,287,287
hendrycks_math/test/000159,early_defer,defer,0.798187,0.201813,1.375,0.164516,0.835484,-1.625,0.798187,0.201813,1.375,1,281,129,129
hendrycks_math/test/000160,post_self,self,0.09401,0.90599,-2.2656,0.017849,0.982151,-4.0078,0.017849,0.982151,-4.0078,0,365,118,118
hendrycks_math/test/000161,post_defer,defer,0.48438,0.51562,-0.0625,0.721743,0.278257,0.9531,0.721743,0.278257,0.9531,0,336,150,150
hendrycks_math/test/000162,post_defer,defer,0.166675,0.833325,-1.6094,0.888759,0.111241,2.0781,0.888759,0.111241,2.0781,0,493,163,163
hendrycks_math/test/000163,early_defer,defer,0.901921,0.098079,2.2188,0.964855,0.035145,3.3125,0.901921,0.098079,2.2188,0,2508,2049,2049
hendrycks_math/test/000164,post_self,self,0.256832,0.743168,-1.0625,0.029091,0.970909,-3.5078,0.029091,0.970909,-3.5078,1,210,97,97
hendrycks_math/test/000165,post_defer,defer,0.245085,0.754915,-1.125,0.987946,0.012054,4.4062,0.987946,0.012054,4.4062,0,873,372,372
hendrycks_math/test/000166,post_self,self,0.196826,0.803174,-1.4062,0.011072,0.988928,-4.4922,0.011072,0.988928,-4.4922,1,233,125,125
hendrycks_math/test/000167,post_self,self,0.182426,0.817574,-1.5,0.006488,0.993512,-5.0312,0.006488,0.993512,-5.0312,1,204,92,92
hendrycks_math/test/000168,early_defer,defer,0.562177,0.437823,0.25,0.808067,0.191933,1.4375,0.562177,0.437823,0.25,0,518,160,160
hendrycks_math/test/000169,early_defer,defer,0.607663,0.392337,0.4375,0.899121,0.100879,2.1875,0.607663,0.392337,0.4375,0,213,96,96
hendrycks_math/test/000170,post_defer,defer,0.5,0.5,0.0,0.72487,0.27513,0.9688,0.72487,0.27513,0.9688,0,382,143,143
hendrycks_math/test/000171,post_defer,defer,0.377541,0.622459,-0.5,0.880797,0.119203,2.0,0.880797,0.119203,2.0,0,217,75,75
hendrycks_math/test/000172,post_self,self,0.256832,0.743168,-1.0625,0.05921,0.94079,-2.7656,0.05921,0.94079,-2.7656,1,227,79,79
hendrycks_math/test/000173,post_self,self,0.166675,0.833325,-1.6094,0.009268,0.990732,-4.6719,0.009268,0.990732,-4.6719,1,192,102,102
hendrycks_math/test/000174,early_defer,defer,0.546738,0.453262,0.1875,0.817574,0.182426,1.5,0.546738,0.453262,0.1875,1,375,133,133
hendrycks_math/test/000175,post_self,self,0.065605,0.934395,-2.6562,0.023153,0.976847,-3.7422,0.023153,0.976847,-3.7422,0,145,53,53
hendrycks_math/test/000176,post_defer,defer,0.5,0.5,0.0,0.817574,0.182426,1.5,0.817574,0.182426,1.5,0,351,153,153
hendrycks_math/test/000177,early_defer,defer,0.949669,0.050331,2.9375,0.891811,0.108189,2.1094,0.949669,0.050331,2.9375,1,345,130,130
hendrycks_math/test/000178,post_defer,defer,0.245085,0.754915,-1.125,0.855851,0.144149,1.7812,0.855851,0.144149,1.7812,0,563,280,280
hendrycks_math/test/000179,post_self,self,0.07477,0.92523,-2.5156,0.000981,0.999019,-6.9258,0.000981,0.999019,-6.9258,1,139,62,62
hendrycks_math/test/000180,early_defer,defer,0.52342,0.47658,0.0938,0.472683,0.527317,-0.1094,0.52342,0.47658,0.0938,0,337,178,178
hendrycks_math/test/000181,post_self,self,0.281406,0.718594,-0.9375,0.060087,0.939913,-2.75,0.060087,0.939913,-2.75,1,463,142,142
hendrycks_math/test/000182,post_defer,defer,0.48438,0.51562,-0.0625,0.968856,0.031144,3.4375,0.968856,0.031144,3.4375,0,239,100,100
hendrycks_math/test/000183,post_defer,defer,0.355775,0.644225,-0.5938,0.705785,0.294215,0.875,0.705785,0.294215,0.875,0,548,218,218
hendrycks_math/test/000184,early_defer,defer,0.904651,0.095349,2.25,0.964589,0.035411,3.3047,0.904651,0.095349,2.25,0,1124,463,463
hendrycks_math/test/000185,post_defer,defer,0.119203,0.880797,-2.0,0.51562,0.48438,0.0625,0.51562,0.48438,0.0625,0,330,160,160
