task_id,route,model_decision,model_decision_raw,valid_format,p_defer,p_self,score,margin,logp_self,logp_defer,self_passed,prediction,reference,expert_passed,expert_available,expert_has_answer,answer_len
mmlu/all/test/000045,post_defer,defer,defer,1,0.8180110222179114,0.18198897778208856,0.18198897778208856,1.5029296875,-1.7109375,-0.2080078125,1,C,C,,0,0,19
mmlu/all/test/000046,post_defer,defer,defer,1,0.798344041156527,0.20165595884347298,0.20165595884347298,1.3759765625,-1.609375,-0.2333984375,0,A,B,,0,0,18
mmlu/all/test/000047,post_defer,defer,defer,1,0.9143289762603589,0.08567102373964108,0.08567102373964108,2.36767578125,-2.484375,-0.11669921875,0,A,B,,0,0,9
mmlu/all/test/000048,post_self,self,self,1,0.22270013882530884,0.7772998611746912,0.7772998611746912,-1.25,-0.2578125,-1.5078125,0,A,C,,0,0,18
mmlu/all/test/000049,post_defer,defer,defer,1,0.6517982719334875,0.3482017280665125,0.3482017280665125,0.626953125,-1.0625,-0.435546875,1,B,B,,0,0,11
mmlu/all/test/000050,post_self,self,defer,1,0.4073334000459302,0.5926665999540698,0.5926665999540698,-0.375,-0.53125,-0.90625,0,A,D,,0,0,18
mmlu/all/test/000051,post_defer,defer,defer,1,0.939802949839461,0.060197050160539,0.060197050160539,2.748046875,-2.828125,-0.080078125,0,A,B,,0,0,9
mmlu/all/test/000052,post_defer,defer,defer,1,0.7310585786300049,0.2689414213699951,0.2689414213699951,1.0,-1.3203125,-0.3203125,0,C,A,,0,0,9
mmlu/all/test/000053,post_self,self,self,1,0.29462070644095817,0.7053792935590418,0.7053792935590418,-0.873046875,-0.353515625,-1.2265625,0,A,C,,0,0,18
mmlu/all/test/000054,post_self,self,self,1,0.01781453207738628,0.9821854679226137,0.9821854679226137,-4.009765625,-0.021484375,-4.03125,1,B,B,,0,0,9
mmlu/all/test/000055,post_self,self,self,1,0.22270013882530884,0.7772998611746912,0.7772998611746912,-1.25,-0.2578125,-1.5078125,1,A,A,,0,0,18
mmlu/all/test/000056,post_defer,defer,defer,1,0.6513548646660542,0.3486451353339458,0.3486451353339458,0.625,-1.0625,-0.4375,0,A,D,,0,0,18
mmlu/all/test/000057,post_self,self,self,1,0.22270013882530884,0.7772998611746912,0.7772998611746912,-1.25,-0.2578125,-1.5078125,0,A,B,,0,0,9
mmlu/all/test/000058,post_defer,defer,defer,1,0.8679338421303608,0.13206615786963916,0.13206615786963916,1.8828125,-2.03125,-0.1484375,0,C,A,,0,0,19
mmlu/all/test/000059,post_self,self,self,1,0.2013417068381109,0.7986582931618891,0.7986582931618891,-1.3779296875,-0.2314453125,-1.609375,1,A,A,,0,0,18
mmlu/all/test/000060,post_defer,defer,defer,1,0.6513548646660542,0.3486451353339458,0.3486451353339458,0.625,-1.0625,-0.4375,0,A,D,,0,0,18
mmlu/all/test/000061,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.83203125,-0.58203125,0,A,D,,0,0,18
mmlu/all/test/000062,post_self,self,self,1,0.16424818018516898,0.835751819814831,0.835751819814831,-1.626953125,-0.185546875,-1.8125,0,A,C,,0,0,18
mmlu/all/test/000063,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.8359375,-0.5859375,0,A,B,,0,0,26
mmlu/all/test/000064,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.83203125,-0.58203125,0,C,B,,0,0,23
mmlu/all/test/000065,post_self,self,self,1,0.24472382910998208,0.755276170890018,0.755276170890018,-1.126953125,-0.287109375,-1.4140625,0,A,C,,0,0,18
mmlu/all/test/000066,post_defer,defer,defer,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,0,A,D,,0,0,18
mmlu/all/test/000067,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,0,A,C,,0,0,29
mmlu/all/test/000068,post_self,self,self,1,0.2013417068381109,0.7986582931618891,0.7986582931618891,-1.3779296875,-0.2314453125,-1.609375,1,A,A,,0,0,31
mmlu/all/test/000069,post_self,self,self,1,0.24472382910998208,0.755276170890018,0.755276170890018,-1.126953125,-0.287109375,-1.4140625,1,A,A,,0,0,18
mmlu/all/test/000070,post_self,self,defer,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.48046875,-0.98046875,1,D,D,,0,0,16
mmlu/all/test/000071,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,0,B,C,,0,0,9
mmlu/all/test/000072,post_self,self,self,1,0.09497107514700584,0.9050289248529941,0.9050289248529941,-2.25439453125,-0.10498046875,-2.359375,0,A,D,,0,0,9
mmlu/all/test/000073,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,1,B,B,,0,0,9
mmlu/all/test/000074,post_self,self,self,1,0.13375429875733308,0.866245701242667,0.866245701242667,-1.8681640625,-0.1474609375,-2.015625,0,A,D,,0,0,18
mmlu/all/test/000075,post_self,self,self,1,0.0477023725400772,0.9522976274599229,0.9522976274599229,-2.993896484375,-0.052978515625,-3.046875,0,A,B,,0,0,18
mmlu/all/test/000076,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.58203125,-0.83203125,0,A,C,,0,0,18
mmlu/all/test/000077,post_defer,defer,defer,1,0.8517062864470369,0.14829371355296306,0.14829371355296306,1.748046875,-1.9140625,-0.166015625,1,A,A,,0,0,9
mmlu/all/test/000078,post_self,self,self,1,0.06730107458490009,0.9326989254150999,0.9326989254150999,-2.62890625,-0.07421875,-2.703125,0,A,D,,0,0,18
mmlu/all/test/000079,post_self,self,self,1,0.1818436430556475,0.8181563569443525,0.8181563569443525,-1.50390625,-0.20703125,-1.7109375,0,A,C,,0,0,18
mmlu/all/test/000080,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,0,A,B,,0,0,18
mmlu/all/test/000081,post_self,self,self,1,0.22270013882530884,0.7772998611746912,0.7772998611746912,-1.25,-0.2578125,-1.5078125,0,A,D,,0,0,18
mmlu/all/test/000082,post_self,self,self,1,0.060307639975069216,0.9396923600249307,0.9396923600249307,-2.74609375,-0.06640625,-2.8125,1,A,A,,0,0,18
mmlu/all/test/000083,post_self,self,self,1,0.2013417068381109,0.7986582931618891,0.7986582931618891,-1.3779296875,-0.2314453125,-1.609375,0,A,C,,0,0,18
mmlu/all/test/000084,post_defer,defer,defer,1,0.7769615827831184,0.22303841721688156,0.22303841721688156,1.248046875,-1.5078125,-0.259765625,0,A,D,,0,0,18
mmlu/all/test/000085,post_defer,defer,defer,1,0.8938202323563331,0.10617976764366688,0.10617976764366688,2.13037109375,-2.25,-0.11962890625,0,A,C,,0,0,18
mmlu/all/test/000086,post_self,self,self,1,0.2689414213699951,0.7310585786300049,0.7310585786300049,-1.0,-0.3203125,-1.3203125,1,A,A,,0,0,18
mmlu/all/test/000087,post_self,self,self,1,0.11992252200191786,0.8800774779980821,0.8800774779980821,-1.9931640625,-0.1318359375,-2.125,1,A,A,,0,0,11
mmlu/all/test/000088,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.703125,-0.703125,0,C,A,,0,0,10
mmlu/all/test/000089,post_self,self,defer,1,0.2689414213699951,0.7310585786300049,0.7310585786300049,-1.0,-0.3203125,-1.3203125,0,A,C,,0,0,18
mmlu/all/test/000090,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,0,A,D,,0,0,18
mmlu/all/test/000091,post_defer,defer,defer,1,0.7545534430129951,0.2454465569870049,0.2454465569870049,1.123046875,-1.4140625,-0.291015625,1,B,B,,0,0,18
mmlu/all/test/000092,post_defer,defer,defer,1,0.8354835371034369,0.16451646289656308,0.16451646289656308,1.625,-1.8125,-0.1875,0,D,B,,0,0,99
mmlu/all/test/000093,post_defer,defer,defer,1,0.8816149031928324,0.11838509680716758,0.11838509680716758,2.0078125,-2.140625,-0.1328125,0,D,A,,0,0,16
mmlu/all/test/000094,post_self,self,self,1,0.16411417070210504,0.835885829297895,0.835885829297895,-1.6279296875,-0.1845703125,-1.8125,0,A,D,,0,0,18
mmlu/all/test/000095,post_self,self,self,1,0.08506103649811757,0.9149389635018824,0.9149389635018824,-2.37548828125,-0.09326171875,-2.46875,0,A,C,,0,0,18
mmlu/all/test/000096,post_self,self,self,1,0.011143225438450524,0.9888567745615495,0.9888567745615495,-4.4857177734375,-0.0142822265625,-4.5,0,C,B,,0,0,11
mmlu/all/test/000097,post_defer,defer,defer,1,0.7049732336450086,0.29502676635499137,0.29502676635499137,0.87109375,-1.2265625,-0.35546875,0,B,C,,0,0,10
mmlu/all/test/000098,post_defer,defer,defer,1,0.6800292550948656,0.31997074490513444,0.31997074490513444,0.75390625,-1.1484375,-0.39453125,0,D,C,,0,0,10
mmlu/all/test/000099,post_defer,defer,defer,1,0.7549149868676283,0.24508501313237174,0.24508501313237174,1.125,-1.4140625,-0.2890625,0,A,C,,0,0,18
mmlu/all/test/000100,post_self,self,self,1,0.00983426607636159,0.9901657339236384,0.9901657339236384,-4.61199951171875,-0.01300048828125,-4.625,1,A,A,,0,0,40
mmlu/all/test/000101,post_defer,defer,defer,1,0.9628219650432885,0.03717803495671146,0.03717803495671146,3.254150390625,-3.296875,-0.042724609375,0,A,B,,0,0,90
mmlu/all/test/000102,post_self,self,self,1,0.005962939431698666,0.9940370605683013,0.9940370605683013,-5.1162109375,-0.0087890625,-5.125,1,A,A,,0,0,15
mmlu/all/test/000103,post_self,self,self,1,0.007656130516092642,0.9923438694839074,0.9923438694839074,-4.86456298828125,-0.01043701171875,-4.875,0,D,C,,0,0,20
mmlu/all/test/000104,post_self,self,self,1,0.002193644044338872,0.9978063559556611,0.9978063559556611,-6.1199951171875,-0.0050048828125,-6.125,1,B,B,,0,0,18
mmlu/all/test/000105,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.98046875,-0.48046875,0,A,B,,0,0,60
mmlu/all/test/000106,post_defer,defer,self,1,0.894005452377912,0.10599454762208804,0.10599454762208804,2.13232421875,-2.25,-0.11767578125,1,A,A,,0,0,18
mmlu/all/test/000107,post_self,self,self,1,0.002485755127986244,0.9975142448720138,0.9975142448720138,-5.99468994140625,-0.00531005859375,-6.0,1,B,B,,0,0,24
mmlu/all/test/000108,post_self,self,defer,1,0.37708178707321444,0.6229182129267856,0.6229182129267856,-0.501953125,-0.482421875,-0.984375,0,B,C,,0,0,39
mmlu/all/test/000109,post_self,self,defer,1,0.004098315487662321,0.9959016845123376,0.9959016845123376,-5.493072509765625,-0.006927490234375,-5.5,1,D,D,,0,0,54
mmlu/all/test/000110,post_defer,defer,defer,1,0.9049869480120961,0.09501305198790388,0.09501305198790388,2.25390625,-2.359375,-0.10546875,0,C,D,,0,0,57
mmlu/all/test/000111,post_defer,defer,defer,1,0.9523198036440325,0.04768019635596754,0.04768019635596754,2.994384765625,-3.046875,-0.052490234375,0,A,D,,0,0,54
mmlu/all/test/000112,post_self,self,self,1,0.047735655187410055,0.9522643448125899,0.9522643448125899,-2.9931640625,-0.0537109375,-3.046875,1,D,D,,0,0,92
mmlu/all/test/000113,post_defer,defer,defer,1,0.7985012129622341,0.20149878703776591,0.20149878703776591,1.376953125,-1.609375,-0.232421875,0,A,B,,0,0,96
mmlu/all/test/000114,post_defer,defer,defer,1,0.9740488148351311,0.02595118516486894,0.02595118516486894,3.625244140625,-3.65625,-0.031005859375,1,A,A,,0,0,63
mmlu/all/test/000115,post_self,self,self,1,0.0333132295615471,0.9666867704384529,0.9666867704384529,-3.367919921875,-0.038330078125,-3.40625,1,C,C,,0,0,33
mmlu/all/test/000116,post_self,self,self,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.48046875,-0.98046875,1,B,B,,0,0,50
mmlu/all/test/000117,post_self,self,self,1,0.001507691910685508,0.9984923080893144,0.9984923080893144,-6.49566650390625,-0.00433349609375,-6.5,1,D,D,,0,0,14
mmlu/all/test/000118,post_defer,defer,defer,1,0.9396923600249307,0.06030763997506927,0.06030763997506927,2.74609375,-2.8125,-0.06640625,0,A,D,,0,0,13
mmlu/all/test/000119,post_self,self,self,1,0.0017090328002730042,0.998290967199727,0.998290967199727,-6.3701171875,-0.0048828125,-6.375,1,C,C,,0,0,15
mmlu/all/test/000120,post_self,self,self,1,0.00409981045614728,0.9959001895438527,0.9959001895438527,-5.492706298828125,-0.007293701171875,-5.5,1,C,C,,0,0,45
mmlu/all/test/000121,post_defer,defer,defer,1,0.952892958152371,0.04710704184762904,0.04710704184762904,3.007080078125,-3.0625,-0.055419921875,0,A,C,,0,0,36
mmlu/all/test/000122,post_defer,defer,defer,1,0.7306743976944328,0.26932560230556724,0.26932560230556724,0.998046875,-1.3203125,-0.322265625,0,D,B,,0,0,49
mmlu/all/test/000123,post_defer,defer,self,1,0.755276170890018,0.24472382910998203,0.24472382910998203,1.126953125,-1.4140625,-0.287109375,0,C,B,,0,0,57
mmlu/all/test/000124,post_defer,defer,defer,1,0.967100958652035,0.03289904134796495,0.03289904134796495,3.380859375,-3.421875,-0.041015625,1,B,B,,0,0,54
mmlu/all/test/000125,post_self,self,self,1,0.060307639975069216,0.9396923600249307,0.9396923600249307,-2.74609375,-0.06640625,-2.8125,0,A,C,,0,0,22
mmlu/all/test/000126,post_self,self,self,1,0.006762185273314244,0.9932378147266857,0.9932378147266857,-4.9896240234375,-0.0103759765625,-5.0,1,C,C,,0,0,23
mmlu/all/test/000127,post_defer,defer,defer,1,0.9049869480120961,0.09501305198790388,0.09501305198790388,2.25390625,-2.359375,-0.10546875,1,A,A,,0,0,43
mmlu/all/test/000128,post_self,self,self,1,0.005266284976412822,0.9947337150235872,0.9947337150235872,-5.24114990234375,-0.00885009765625,-5.25,1,C,C,,0,0,14
mmlu/all/test/000129,post_defer,defer,self,1,0.8678218637325634,0.13217813626743657,0.13217813626743657,1.8818359375,-2.03125,-0.1494140625,0,D,B,,0,0,121
mmlu/all/test/000130,post_self,self,self,1,0.009838427279347821,0.9901615727206522,0.9901615727206522,-4.611572265625,-0.013427734375,-4.625,1,C,C,,0,0,15
mmlu/all/test/000131,post_self,self,self,1,0.008682443427681527,0.9913175565723185,0.9913175565723185,-4.73773193359375,-0.01226806640625,-4.75,0,B,A,,0,0,42
mmlu/all/test/000132,post_self,self,self,1,0.020194218727532534,0.9798057812724674,0.9798057812724674,-3.8819580078125,-0.0242919921875,-3.90625,1,B,B,,0,0,16
mmlu/all/test/000133,post_self,self,self,1,0.0028177691641006926,0.9971822308358993,0.9971822308358993,-5.868988037109375,-0.006011962890625,-5.875,0,D,B,,0,0,13
mmlu/all/test/000134,post_defer,defer,defer,1,0.9396646828780365,0.060335317121963494,0.060335317121963494,2.74560546875,-2.8125,-0.06689453125,1,C,C,,0,0,60
mmlu/all/test/000135,post_defer,defer,defer,1,0.9923104096298347,0.007689590370165256,0.007689590370165256,4.86016845703125,-4.875,-0.01483154296875,0,A,C,,0,0,47
mmlu/all/test/000136,post_self,self,self,1,0.0011741895937855905,0.9988258104062144,0.9988258104062144,-6.746002197265625,-0.003997802734375,-6.75,1,D,D,,0,0,14
mmlu/all/test/000137,post_self,self,self,1,0.003194278713570088,0.9968057212864299,0.9968057212864299,-5.743194580078125,-0.006805419921875,-5.75,1,C,C,,0,0,30
mmlu/all/test/000138,post_defer,defer,defer,1,0.9467322656837254,0.05326773431627463,0.05326773431627463,2.877685546875,-2.9375,-0.059814453125,0,A,D,,0,0,60
mmlu/all/test/000139,post_self,self,self,1,0.004645557549716042,0.9953544424502839,0.9953544424502839,-5.3671875,-0.0078125,-5.375,1,C,C,,0,0,13
mmlu/all/test/000140,post_self,self,self,1,0.004643864506148006,0.995356135493852,0.995356135493852,-5.3675537109375,-0.0074462890625,-5.375,1,C,C,,0,0,39
mmlu/all/test/000141,post_self,self,defer,1,0.1484170983901267,0.8515829016098733,0.8515829016098733,-1.7470703125,-0.1669921875,-1.9140625,0,B,C,,0,0,43
mmlu/all/test/000142,post_self,self,self,1,0.005264047298886369,0.9947359527011136,0.9947359527011136,-5.2415771484375,-0.0084228515625,-5.25,1,B,B,,0,0,13
mmlu/all/test/000143,post_defer,defer,defer,1,0.7310585786300049,0.2689414213699951,0.2689414213699951,1.0,-1.3203125,-0.3203125,1,C,C,,0,0,89
mmlu/all/test/000144,post_self,self,self,1,0.34864513533394575,0.6513548646660543,0.6513548646660543,-0.625,-0.4375,-1.0625,1,A,A,,0,0,78
mmlu/all/test/000145,post_self,self,defer,1,0.32124702583500586,0.6787529741649941,0.6787529741649941,-0.748046875,-0.392578125,-1.140625,1,C,C,,0,0,75
mmlu/all/test/000146,post_self,self,self,1,0.0031929186185493614,0.9968070813814507,0.9968070813814507,-5.743621826171875,-0.006378173828125,-5.75,1,B,B,,0,0,17
mmlu/all/test/000147,post_self,self,self,1,0.0024842421742774703,0.9975157578257225,0.9975157578257225,-5.99530029296875,-0.00469970703125,-6.0,1,C,C,,0,0,19
mmlu/all/test/000148,post_self,self,defer,1,0.0950550454337186,0.9049449545662814,0.9049449545662814,-2.25341796875,-0.10595703125,-2.359375,1,A,A,,0,0,35
mmlu/all/test/000149,post_defer,defer,defer,1,0.9049029445107043,0.0950970554892957,0.0950970554892957,2.2529296875,-2.359375,-0.1064453125,0,A,C,,0,0,57
mmlu/all/test/000150,post_self,self,self,1,0.009838427279347821,0.9901615727206522,0.9901615727206522,-4.611572265625,-0.013427734375,-4.625,1,D,D,,0,0,24
mmlu/all/test/000151,post_self,self,self,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.58203125,-0.83203125,1,D,D,,0,0,24
mmlu/all/test/000152,post_self,self,self,1,0.011143898008198578,0.9888561019918014,0.9888561019918014,-4.48565673828125,-0.01434326171875,-4.5,1,B,B,,0,0,63
mmlu/all/test/000153,post_self,self,self,1,0.06033531712196354,0.9396646828780365,0.9396646828780365,-2.74560546875,-0.06689453125,-2.8125,1,B,B,,0,0,14
mmlu/all/test/000154,post_defer,defer,defer,1,0.8357518198148309,0.16424818018516907,0.16424818018516907,1.626953125,-1.8125,-0.185546875,0,A,B,,0,0,78
mmlu/all/test/000155,post_self,self,self,1,0.0017090328002730042,0.998290967199727,0.998290967199727,-6.3701171875,-0.0048828125,-6.375,0,B,D,,0,0,15
mmlu/all/test/000156,post_self,self,self,1,0.09492911490617877,0.9050708850938213,0.9050708850938213,-2.2548828125,-0.1044921875,-2.359375,1,A,A,,0,0,79
mmlu/all/test/000157,post_self,self,self,1,0.0028157976209116664,0.9971842023790883,0.9971842023790883,-5.86968994140625,-0.00531005859375,-5.875,1,C,C,,0,0,19
mmlu/all/test/000158,post_self,self,self,1,0.0013310125673351228,0.9986689874326649,0.9986689874326649,-6.6204833984375,-0.0045166015625,-6.625,1,D,D,,0,0,15
mmlu/all/test/000159,post_defer,defer,defer,1,0.9149009549929797,0.08509904500702026,0.08509904500702026,2.375,-2.46875,-0.09375,0,A,D,,0,0,16
mmlu/all/test/000160,post_self,self,self,1,0.005264047298886369,0.9947359527011136,0.9947359527011136,-5.2415771484375,-0.0084228515625,-5.25,1,D,D,,0,0,16
mmlu/all/test/000161,post_self,self,defer,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.48046875,-0.98046875,1,C,C,,0,0,88
mmlu/all/test/000162,post_self,self,self,1,0.16424818018516898,0.835751819814831,0.835751819814831,-1.626953125,-0.185546875,-1.8125,1,B,B,,0,0,15
mmlu/all/test/000163,post_self,self,self,1,0.005262449536864283,0.9947375504631357,0.9947375504631357,-5.24188232421875,-0.00811767578125,-5.25,1,C,C,,0,0,26
mmlu/all/test/000164,post_self,self,defer,1,0.29502676635499137,0.7049732336450086,0.7049732336450086,-0.87109375,-0.35546875,-1.2265625,1,C,C,,0,0,48
mmlu/all/test/000165,post_defer,defer,defer,1,0.6517982719334875,0.3482017280665125,0.3482017280665125,0.626953125,-1.0625,-0.435546875,1,B,B,,0,0,66
